X,Y,Hoogte,EC_0.5m,EC_1m,EC_1.5m,EC_3m,Hoogte2,speed(km/h,tare(kg),workwidth(,yield(ton/,point_weig,tarecorrec,tarecorre2,SampleID
5.83497318714548,52.6619166639532,-6.56,11.438,26.233,31.812,49.182,-4,6.39,21,2.136,51.473,2.086,51.493,182.647,186
5.83505070870441,52.6618400821304,-6.6,12.147,28.091,33.471,51.335,-4,6.383,21,2.136,53.777,1.844,53.818,183.037,187
5.83512823026335,52.6617635001734,-6.6,12.041,27.861,33.529,51.68,-4,6.385,21,2.137,54.256,2.094,54.302,181.131,188
5.83520575182228,52.6616869180823,-6.54,12.348,28.755,34.443,53.16,-4,6.401,21,2.098,49.879,1.882,49.964,180.508,189
5.83528327338121,52.6616103358569,-6.54,12.663,29.68,35.635,54.971,-4,6.387,21,2.123,51.997,1.923,51.982,182.527,190
5.83536088487233,52.6615337534974,-6.55,13.073,30.582,36.677,56.529,-4,6.387,21,2.115,50.863,1.898,50.85,177.549,191
5.83543849636349,52.6614571710037,-6.58,13.382,31.514,37.819,58.506,-4,6.399,21,2.103,49.466,1.855,49.425,180.784,192
5.83551601792242,52.6613805883758,-6.58,13.554,32.146,38.571,59.732,-4,6.385,21,2.15,51.246,2.011,51.389,180.158,193
5.83559353948136,52.6613040056137,-6.57,13.445,31.916,38.608,60.065,-4,6.385,21,2.095,45.583,1.998,45.608,177.981,194
5.83567106104029,52.6612274227174,-6.57,14.211,33.64,40.355,62.305,-4,6.379,21,2.139,54.828,2.042,54.716,178.87,195
5.83574867253141,52.661150839687,-6.55,14.49,34.427,40.897,62.714,-4,6.364,21,2.149,48.571,1.874,48.584,184.098,196
5.83582628402256,52.6610742565224,-6.5,13.75,32.433,38.917,59.977,-4,6.403,21,2.134,52.696,1.923,52.639,180.042,197
5.8359038055815,52.6609976732236,-6.5,13.182,31.018,37.345,57.559,-4,6.413,21,2.114,48.137,1.901,48.142,178.209,198
5.83598132714043,52.6609210897906,-6.5,12.631,29.716,35.831,55.395,-4,6.414,21,2.12,50.654,1.903,50.645,181.249,199
5.83605892169636,52.6608445066303,-6.5,12.264,28.716,34.785,53.87,-4,6.407,21,2.148,50.748,1.605,50.773,177.585,200
5.8361364771257,52.6607679221152,-6.5,12.27,28.846,34.631,53.658,-4,6.388,21,2.132,45.64,1.664,45.688,180.1,201
5.83621407168163,52.6606913386866,-6.49,12.524,29.391,35.151,54.404,-4,6.4,21,2.058,47.209,1.677,47.165,176.605,202
5.83629159324057,52.6606147547168,-6.48,12.196,28.848,34.618,53.602,-4,6.408,21,2.179,41.054,1.776,40.887,180.614,203
5.8363691147995,52.660538170613,-6.5,11.838,27.968,33.439,51.759,-4,6.409,21,2.124,46.229,2.03,46.379,180.771,204
5.83644672629063,52.6604615863749,-6.5,11.031,25.754,31.011,47.884,-4,6.39,21,2.097,50.624,1.923,50.691,180.158,205
5.83652433778178,52.6603850020026,-6.5,10.922,25.062,30.05,45.966,-4,6.426,21,2.101,54.65,1.767,54.755,176.66,206
5.83660185934071,52.6603084174962,-6.5,10.868,24.633,29.304,44.473,-4,6.321,21,2.163,51.478,1.108,51.617,179.558,207
5.83667938089965,52.6602318328555,-6.5,10.447,23.358,27.849,42.461,-4,4.964,21,2.187,48,0.826,48.042,178.063,208
5.83675699239076,52.6601552480807,-6.4,10.218,22.679,26.793,40.566,-4,3.298,21,2.25,64.043,0.446,63.758,177.547,209
5.83682624019156,52.6600869544239,-6.5,11.793,23.017,26.581,37.902,-4,2.488,21,2.25,108.907,0.582,111.84,178.589,210
5.83695251411261,52.6601340285373,-6.48,11.099,23.158,26.7,38.707,-4,3.122,21,2.25,12.411,1.2,12.487,146.927,211
5.8368833471359,52.6602023226413,-6.42,10.385,23.148,27.122,40.887,-4,3.338,21,2.25,4.971,0.716,5.103,145.929,212
5.83680573564479,52.6602789073336,-6.49,10.575,23.924,28.421,43.139,-4,4.966,21,2.25,33.523,0.995,33.568,140.144,213
5.83672821408585,52.6603554918918,-6.5,10.809,24.606,29.403,44.817,-4,6.207,21,2.25,46.466,1.36,46.492,146.12,214
5.83665069252692,52.6604320763157,-6.5,11.419,26.319,31.231,47.805,-4,6.209,21,2.25,49.867,1.687,49.907,146.606,215
5.83657308103577,52.6605086606055,-6.5,11.175,26.285,31.68,49.024,-4,6.28,21,2.25,50.37,1.884,50.36,145.149,216
5.83649546954465,52.6605852447611,-6.5,11.591,27.559,33.278,51.744,-4,6.357,21,2.25,46.981,1.876,46.902,145.967,217
5.83641794798571,52.6606618287825,-6.5,11.881,28.286,34.355,53.441,-4,6.414,21,2.25,44.995,1.804,45.029,144.723,218
5.83634042642677,52.6607384126698,-6.5,11.924,28.177,34.034,53.189,-4,6.388,21,2.25,44.26,1.833,44.389,146.951,219
5.83626290486785,52.6608149964228,-6.5,12.165,28.884,34.891,54.202,-4,6.408,21,2.25,45.658,1.85,45.426,145.281,220
5.83618529337669,52.6608915800417,-6.5,12.206,28.781,34.899,54.208,-4,6.379,21,2.25,50.151,1.904,50.201,143.811,221
5.83610768188557,52.6609681635264,-6.5,12.107,28.568,34.815,54.146,-4,6.388,21,2.25,49.717,1.98,49.764,146.662,222
5.83603016032664,52.6610447468769,-6.5,12.91,30.562,36.936,57.219,-4,6.419,21,2.25,52.698,2.023,52.76,144.229,223
5.8359526387677,52.6611213300932,-6.5,13.047,30.956,37.541,58.268,-4,6.39,21,2.241,51.998,2.127,52.166,148.929,224
5.83587502727655,52.6611979131753,-6.5,14.174,33.307,39.765,61.11,-4,6.401,21,2.25,50.477,2.06,50.46,146.374,225
5.83579741578543,52.6612744961233,-6.5,13.383,31.904,38.917,60.686,-4,6.37,21,2.25,50.852,1.937,50.924,143.494,226
5.8357198942265,52.6613510789371,-6.52,13.35,31.743,38.556,60.109,-4,6.373,21,2.25,51.656,1.936,51.658,147.821,227
5.83564237266756,52.6614276616167,-6.5,12.985,30.94,37.655,58.647,-4,6.39,21,2.25,50.316,2.289,50.452,147.083,228
5.83556485110863,52.6615042441621,-6.5,12.959,30.57,37.028,57.46,-4,6.384,21,2.25,48.27,1.961,48.253,143.306,229
5.83548723961747,52.6615808265733,-6.5,13.039,30.577,36.798,56.84,-4,6.396,21,2.25,56.307,2.026,56.395,147.094,230
5.83540962812635,52.6616574088504,-6.5,12.362,28.925,34.906,54.015,-4,6.401,21,2.25,50.129,2.097,50.106,151.515,231
5.83533210656742,52.6617339909932,-6.51,12.242,28.423,34.252,52.807,-4,6.364,21,2.25,49.173,2.003,49.272,146.525,232
5.83525458500849,52.6618105730019,-6.52,12.048,27.797,33.581,51.596,-4,6.324,21,2.25,47.237,1.902,47.446,141.275,233
5.83517706344956,52.6618871548764,-6.53,12.229,27.912,33.505,51.158,-4,6.303,21,2.25,50.827,1.948,50.867,147.999,234
5.83509954189062,52.6619637366168,-6.5,11.624,26.547,32.171,49.376,-4,6.278,21,2.25,48.482,1.915,48.445,148.243,235
5.83502202033169,52.6620403182229,-6.51,11.644,26.476,32.017,49.129,-4,6.096,21,2.25,51.631,1.763,51.56,139.793,236
5.83494449877275,52.6621168996949,-6.56,11.716,26.709,32.337,49.485,-4,6.122,21,2.25,51.737,1.831,51.85,147.697,237
5.83486697721381,52.6621934810327,-6.5,12.219,27.782,33.226,50.724,-4,5.652,21,2.25,68.929,1.805,46.537,146.536,238
5.83478945565489,52.6622700622363,-6.5,11.963,27.182,32.128,48.75,-4,5.235,21,2.242,15.779,1.745,15.814,150.546,239
5.83471193409595,52.6623466433057,-6.56,12.069,25.52,29.501,43.098,-4,3.263,21,2.25,2.043,1.334,1.95,144.376,240
5.83467056938875,52.6623870053582,-6.6,13.495,26.195,30.124,42.052,-4,3.47,21,2.25,0,1.81,0,140,240
5.83483828884107,52.6623937155061,-6.58,12.251,24.738,28.255,40.192,-4,2.89,21,2.25,11.088,0.373,11.163,165.277,241
5.83491581040001,52.6623171345192,-6.5,11.809,26.56,31.269,47.452,-4,3.454,21,2.25,35.893,0.792,31.352,162.249,242
5.83499333195893,52.662240553398,-6.5,12.004,27.282,32.802,50.088,-4,5.86,21,2.25,54.221,0.837,51.927,162.788,243
5.83507085351787,52.6621639721427,-6.5,12.023,27.255,32.785,49.811,-4,6.384,21,2.25,54.755,1.595,54.783,165.216,244
5.8351483750768,52.6620873907532,-6.5,11.604,26.498,32.15,49.31,-4,6.356,21,2.25,47.969,1.919,48.036,160.679,245
5.83522589663574,52.6620108092296,-6.5,11.952,27.267,32.753,50.032,-4,6.399,21,2.25,53.4,2.12,53.297,167.001,246
5.83530341819467,52.6619342275717,-6.5,11.984,27.428,33.01,50.515,-4,6.408,21,2.25,47.727,1.97,47.708,164.562,247
5.83538093975361,52.6618576457797,-6.5,11.928,27.498,33.19,51.013,-4,6.387,21,2.25,53.302,2.008,53.3,164.278,248
5.83545846131254,52.6617810638535,-6.5,12.021,27.931,33.578,51.714,-4,6.415,21,2.25,47.779,2.1,47.638,162.98,249
5.83553598287148,52.6617044817931,-6.5,11.998,28.007,33.96,52.637,-4,6.354,21,2.25,50.397,1.962,50.364,165.78,250
5.83561359436259,52.6616278995985,-6.5,12.302,29.028,35.187,54.647,-4,6.403,21,2.25,49.615,2.002,49.628,164.343,251
5.83569120585374,52.6615513172698,-6.5,12.586,29.723,35.972,55.932,-4,6.396,21,2.25,52.874,2.063,52.785,164.984,252
5.83576872741268,52.6614747348068,-6.5,12.368,29.47,36.048,56.585,-4,6.402,21,2.25,54.502,2.01,54.515,162.36,253
5.83584624897161,52.6613981522097,-6.5,12.81,30.526,37.344,58.555,-4,6.375,21,2.25,49.273,2,49.204,161.994,254
5.83592377053054,52.6613215694784,-6.5,12.872,30.868,37.74,59.186,-4,6.384,21,2.25,54.273,2.207,54.302,168.019,255
5.83600138202167,52.6612449866129,-6.5,12.983,30.881,37.596,58.485,-4,6.407,21,2.25,48.487,1.971,48.485,161.009,256
5.83607899351283,52.6611684036132,-6.5,12.83,30.351,36.835,57.332,-4,6.393,21,2.25,54.369,2.089,54.36,165.47,257
5.83615651507176,52.6610918204794,-6.5,12.44,29.446,35.903,55.923,-4,6.38,21,2.25,51.953,2.101,51.797,164.83,258
5.83623403663069,52.6610152372114,-6.5,12.068,28.517,34.936,54.687,-4,6.383,21,2.25,50.554,1.991,50.349,167.432,259
5.83631164812181,52.6609386538092,-6.5,12.461,29.532,35.691,55.459,-4,6.376,21,2.25,53.203,2.048,53.24,161.807,260
5.83638925961297,52.6608620702728,-6.5,12.312,29.029,35.202,54.75,-4,6.382,21,2.25,48.555,1.955,48.571,163.969,261
5.8364667811719,52.6607854866022,-6.5,11.704,27.609,33.773,52.701,-4,6.383,21,2.25,45.439,2.176,45.603,166.801,262
5.83654430273083,52.6607089027975,-6.5,11.746,27.815,33.727,52.463,-4,6.406,21,2.25,44.535,1.791,44.541,162.531,263
5.83662182428976,52.6606323188585,-6.5,11.505,27.183,33.106,51.431,-4,6.396,21,2.25,52.064,1.982,52.036,169.175,264
5.83669943578088,52.6605557347854,-6.5,11.07,26.131,31.768,49.426,-4,6.394,21,2.25,49.526,1.783,49.646,165.188,265
5.83677704727204,52.6604791505781,-6.5,11.245,26.328,31.584,48.707,-4,6.371,21,2.25,56.12,1.962,56.086,165.926,266
5.83685456883098,52.6604025662366,-6.5,10.637,24.481,29.399,45.195,-4,6.379,21,2.25,47.953,2.157,47.958,167.503,267
5.83693209038991,52.6603259817609,-6.44,10.333,23.395,27.948,42.588,-4,6.226,21,2.25,46.882,2.167,46.809,168.925,268
5.83700970188103,52.6602493971511,-6.4,9.862,22.143,26.544,40.26,-4,4.888,21,2.25,17.269,1.955,17.19,160.872,269
5.83707885415843,52.6601811585089,-6.44,10.883,22.245,25.955,37.671,-4,3.513,21,2.25,2.897,1.644,2.899,170.095,270
5.8372052144948,52.6602282327216,-6.42,11.091,22.363,25.962,37.463,-4,3.301,21,2.213,2.456,1.839,3.589,179.129,271
5.83713605662617,52.6602964716102,-6.4,10.282,22.816,26.785,40.228,-4,4.186,21,2.25,16.477,2.109,20.143,193.565,272
5.83705844513505,52.6603730561376,-6.45,10.536,23.813,28.158,42.693,-4,6.285,21,2.25,56.827,2.248,71.044,196.821,273
5.83698092357612,52.6604496405308,-6.5,11.02,24.946,29.557,45.031,-4,6.403,21,2.25,43.594,2.213,48.592,191.956,274
5.83690340201718,52.6605262247898,-6.5,11.676,27.039,32.133,49.344,-4,6.38,21,2.25,47.622,2.383,58.585,194.934,275
5.83682579052603,52.6606028089146,-6.5,12.007,27.853,33.485,51.374,-4,6.402,21,2.25,42.756,2.454,54.883,194.485,276
5.8367481790349,52.6606793929053,-6.5,12.019,27.936,33.675,51.852,-4,6.379,21,2.25,47.055,2.271,56.943,191.915,277
5.83667065747597,52.6607559767617,-6.5,11.905,27.666,33.596,52.197,-4,6.411,21,2.25,47.262,2.117,53.049,182.467,278
5.83659313591704,52.660832560484,-6.52,12.292,28.738,34.911,54.268,-4,6.383,21,2.25,49.088,2.585,63.012,185.848,279
5.8365156143581,52.6609091440721,-6.5,12.793,29.951,36.118,55.827,-4,6.402,21,2.25,50.009,2.287,59.805,189.324,280
5.83643800286696,52.660985727526,-6.51,13.012,30.538,36.88,56.975,-4,6.386,21,2.25,47.56,2.326,56.781,185.995,281
5.83636039137583,52.6610623108457,-6.5,12.481,29.337,35.689,55.535,-4,6.409,21,2.25,47.993,2.185,52.79,190.299,282
5.83628286981689,52.6611388940313,-6.51,12.473,29.3,35.749,55.677,-4,6.396,21,2.25,47.971,2.691,62.779,189.7,283
5.83620534825796,52.6612154770827,-6.51,12.71,29.718,36.083,56.035,-4,6.399,21,2.25,53.713,2.492,64.992,183.126,284
5.83612773676681,52.6612920599998,-6.5,12.993,30.691,37.272,57.992,-4,6.407,21,2.25,50.503,2.306,59.722,185.912,285
5.83605012527569,52.6613686427828,-6.5,13.282,31.509,38.223,59.577,-4,6.412,21,2.25,48.701,2.314,54.159,189.969,286
5.83597260371675,52.6614452254317,-6.5,13.175,30.921,37.548,58.396,-4,6.392,21,2.25,49.888,2.517,63.225,177.447,287
5.83589508215782,52.6615218079463,-6.5,12.783,29.983,36.374,56.465,-4,6.386,21,2.25,50.216,2.443,62.224,184.641,288
5.83581756059889,52.6615983903268,-6.5,12.862,30.099,36.338,56.218,-4,6.374,21,2.25,49.262,2.27,55.13,188.765,289
5.83573994910774,52.661674972573,-6.51,12.612,29.465,35.631,54.822,-4,6.347,21,2.25,49.677,2.549,60.76,179.088,290
5.83566233761661,52.6617515546851,-6.5,12.113,27.988,33.983,52.397,-4,6.348,21,2.25,54.589,2.815,72.2,179.508,291
5.83558481605768,52.6618281366631,-6.5,11.734,27.042,32.898,50.75,-4,6.322,21,2.25,50.074,2.275,55.587,187.859,292
5.83550729449875,52.6619047185068,-6.51,11.67,26.974,32.526,50.025,-4,6.336,21,2.25,55.736,2.447,65.857,185.369,293
5.83542977293981,52.6619813002163,-6.51,11.872,27.113,32.721,50.079,-4,6.363,21,2.25,52.025,2.525,64.268,178.13,294
5.83535225138088,52.6620578817917,-6.5,11.953,27.478,33.066,50.525,-4,6.329,21,2.25,51.723,2.302,59.748,187.609,295
5.83527472982194,52.6621344632329,-6.5,11.994,27.393,32.982,50.47,-4,6.327,21,2.25,50.322,2.472,61.245,184.62,296
5.83519720826301,52.6622110445399,-6.5,11.883,26.784,32.379,49.463,-4,6.345,21,2.25,51.135,2.032,62.461,180.612,297
5.83511968670408,52.6622876257128,-6.5,12.131,27.204,32.716,49.721,-4,6.239,21,2.25,54.284,1.161,63.189,183.524,298
5.83504216514515,52.6623642067514,-6.46,11.346,25.559,30.897,46.781,-4,4.212,21,2.25,83.18,0.606,55.217,182.24,299
5.83496464358621,52.6624407876559,-6.57,11.54,24.3,28.441,41.522,-4,2.778,21,2.25,53.365,0.821,82.287,185.98,300
5.83505315933991,52.662531003325,-6.6,12.39,25.314,29.252,41.667,-4,3.47,21,2.25,0,0.615,0,116.8,300
5.83509099833133,52.6624878597549,-6.57,11.767,25.015,29.375,42.913,-4,3.212,21,2.25,27.547,1.094,30.747,127.388,301
5.83516851989026,52.6624112789329,-6.47,11.465,25.739,31.002,46.861,-4,3.389,21,2.25,19.002,0.282,19.002,117.015,302
5.83524604144919,52.6623346979767,-6.5,11.735,26.196,31.769,48.337,-4,5.651,21,2.25,38.662,0.657,40.168,123.311,303
5.83532356300813,52.6622581168864,-6.59,11.931,27.159,32.713,49.769,-4,6.207,21,2.25,46.767,1.249,46.767,123.434,304
5.83540108456707,52.6621815356619,-6.57,12.141,27.798,33.358,50.971,-4,6.187,21,2.25,47.421,1.525,47.421,118.146,305
5.835478606126,52.6621049543031,-6.54,12.144,28.23,33.765,51.809,-4,6.249,21,2.25,48.973,1.982,52.345,123.577,306
5.83555612768493,52.6620283728102,-6.59,12.312,28.182,33.733,51.454,-4,6.345,21,2.25,45.961,2.02,48.101,123.325,307
5.83563364924386,52.6619517911832,-6.6,11.92,27.665,33.088,50.986,-4,6.379,21,2.25,44.898,1.867,44.898,123.781,308
5.8357111708028,52.6618752094219,-6.59,12.178,27.963,33.606,51.485,-4,6.388,21,2.25,44.501,2.114,50.068,127.756,309
5.83578869236174,52.6617986275265,-6.59,12.435,28.836,34.768,53.325,-4,6.373,21,2.25,45.697,1.91,50.035,126.273,310
5.83586630385285,52.6617220454969,-6.6,12.661,29.581,35.564,54.561,-4,6.372,21,2.25,41.252,1.722,41.252,123.55,311
5.83594391534401,52.6616454633331,-6.58,12.873,30.117,36.229,55.657,-4,6.422,21,2.25,45.1,1.787,45.1,120.555,312
5.83602143690294,52.6615688810351,-6.57,12.829,30.012,36.356,56.092,-4,6.394,21,2.25,50.911,1.986,56.055,124.478,313
5.83609895846187,52.6614922986029,-6.59,13.082,30.801,37.245,57.461,-4,6.394,21,2.25,46.179,1.815,46.179,122.811,314
5.83617648002081,52.6614157160366,-6.58,13.373,31.685,38.173,59.144,-4,6.403,21,2.25,44.865,1.993,46.692,124.174,315
5.83625409151193,52.661339133336,-6.59,13.243,31.166,37.571,57.983,-4,6.365,21,2.25,32.328,2.063,35.04,127.655,316
5.83633170300308,52.6612625505013,-6.6,12.647,29.687,36.056,55.932,-4,5.761,21,2.188,62.088,1.902,62.088,121.875,317
5.83640922456201,52.6611859675324,-6.6,12.765,30.163,36.668,56.875,-4,6.155,21,2.012,48.552,1.694,50.363,124.983,318
5.83648674612095,52.6611093844294,-6.6,13.133,30.9,37.307,57.608,-4,6.183,21,2.084,53.026,2.145,57.374,128.81,319
5.83656435761207,52.6610328011921,-6.6,12.66,30.088,36.62,57.008,-4,5.999,21,2.073,55.352,1.94,56.458,123.403,320
5.83664196910322,52.6609562178207,-6.59,12.773,30.324,36.741,56.925,-4,6.083,21,2.107,56.764,2.162,61.023,130.582,321
5.83671949066216,52.6608796343151,-6.6,12.557,29.752,35.888,55.744,-4,5.781,21,1.944,49.942,1.713,49.942,119.897,322
5.83679701222109,52.6608030506753,-6.6,12.538,29.392,35.353,54.603,-4,6.1,21,2.106,55.531,2.079,56.284,125.599,323
5.83687453378003,52.6607264669013,-6.59,12.406,28.897,34.609,53.139,-4,6.106,21,2.107,56.285,2.216,60.31,131.128,324
5.83695214527114,52.6606498829931,-6.56,11.883,27.78,33.31,51.412,-4,5.867,21,1.984,48.928,1.855,48.928,122.412,325
5.83702975676229,52.6605732989508,-6.5,11.935,27.734,32.972,50.506,-4,6.074,21,2.084,42.74,2.729,55.853,145.942,326
5.83710727832124,52.6604967147742,-6.5,11.189,25.478,30.326,46.184,-4,6.173,21,2.088,37.817,1.768,45.302,144.512,327
5.83718479988017,52.6604201304635,-6.5,10.445,23.448,27.833,42.231,-4,6.306,21,1.97,46.239,1.281,46.239,124.363,328
5.83726241137129,52.6603435460186,-6.48,10.287,22.822,26.914,40.56,-4,4.525,21,2.056,16.083,1.676,21.174,130.922,329
5.83733148280611,52.6602753615491,-6.5,11.747,23.576,26.967,38.287,-4,3.333,21,1.989,8.277,2.214,8.277,123.705,330
5.83745783405289,52.6603224361821,-6.5,11.814,24.129,27.745,39.647,-4,3.387,21,2.231,19.574,1.448,19.574,141.348,331
5.83738876611643,52.6603906203764,-6.5,10.109,22.748,27.063,40.939,-4,4.184,21,2.25,28.395,1.453,28.395,144.57,332
5.83731115462531,52.6604672047388,-6.5,10.535,23.858,28.451,43.203,-4,5.353,21,2.25,51.583,1.296,51.583,142.777,333
5.83723363306637,52.660543788967,-6.53,11.111,25.649,30.627,46.769,-4,5.91,21,2.25,53.918,1.845,53.918,141.249,334
5.83715611150745,52.6606203730611,-6.54,11.578,26.954,32.459,49.799,-4,6.115,21,2.25,55.936,2.014,55.936,143.612,335
5.83707850001628,52.660696957021,-6.56,11.785,27.634,33.379,51.545,-4,6.239,21,2.25,57.144,2.27,57.144,143.22,336
5.83700088852516,52.6607735408466,-6.6,12.076,28.164,34.135,52.861,-4,6.277,21,2.25,59.519,2.28,59.519,142.809,337
5.83692336696624,52.6608501245381,-6.6,12.039,28.571,34.775,54.043,-4,6.248,21,2.25,60.726,2.259,60.726,143.319,338
5.8368458454073,52.6609267080955,-6.6,12.637,30.068,36.283,56.239,-4,6.16,21,2.25,60.071,2.296,60.071,143.321,339
5.83676832384836,52.6610032915186,-6.6,12.653,30.358,36.804,57.276,-4,6.218,21,2.25,59.524,2.336,59.524,143.912,340
5.83669071235721,52.6610798748076,-6.6,12.941,30.777,37.216,57.655,-4,6.249,21,2.25,58.758,2.395,58.758,140.662,341
5.83661310086609,52.6611564579623,-6.6,12.831,30.541,37.018,57.515,-4,6.101,21,2.25,59.03,2.246,59.03,143.866,342
5.83653557930716,52.6612330409829,-6.6,12.99,30.728,37.045,57.246,-4,6.13,21,2.25,59.388,2.164,59.388,143.707,343
5.83645805774823,52.6613096238693,-6.6,12.714,30.165,36.534,56.405,-4,6.161,21,2.25,54.013,1.959,54.013,142.106,344
5.83638046312821,52.6613862062147,-6.6,13.131,31.16,37.572,57.98,-4,6.156,21,2.25,52,2.033,52,142.916,345
5.83630290782702,52.6614627896465,-6.6,13.459,32.038,38.283,58.741,-4,6.139,21,2.25,46.78,2.006,46.78,144.01,346
5.83622531320702,52.6615393717235,-6.6,12.859,30.329,36.455,56.238,-4,6.199,21,2.25,46.813,1.978,46.813,143.291,347
5.83614779164808,52.6616159540732,-6.58,12.479,29.298,35.298,54.324,-4,6.111,21,2.25,55.51,2.008,55.51,141.831,348
5.83607027008914,52.6616925362887,-6.6,12.36,28.847,34.72,53.503,-4,6.189,21,2.25,53.85,1.733,53.85,141.27,349
5.83599265859799,52.66176911837,-6.6,12.32,28.956,34.711,53.082,-4,6.329,21,2.25,51.007,2.22,51.007,145.294,350
5.83591504710687,52.6618457003171,-6.6,12.224,28.436,34.196,52.362,-4,6.164,21,2.25,49.866,2.123,49.866,142.3,351
5.83583752554794,52.6619222821301,-6.59,11.983,27.943,33.482,51.369,-4,6.206,21,2.25,51.445,2.023,51.445,141.922,352
5.83576000398901,52.6619988638089,-6.6,12.089,28.146,33.657,51.691,-4,6.255,21,2.25,52.996,1.958,52.996,144.71,353
5.83568248243007,52.6620754453535,-6.58,12.318,28.565,34,51.881,-4,6.186,21,2.25,49.484,1.921,49.484,143.085,354
5.83560496087114,52.6621520267639,-6.56,11.975,27.632,33.087,50.805,-4,6.234,21,2.25,51.561,1.948,51.561,143.407,355
5.83552743931221,52.6622286080401,-6.6,11.693,26.906,32.475,49.865,-4,6.249,21,2.25,45.038,1.909,45.038,141.711,356
5.83544991775327,52.6623051891822,-6.6,12.059,27.34,32.613,49.456,-4,5.872,21,2.25,40.471,1.636,40.471,143.245,357
5.83537239619434,52.6623817701901,-6.51,11.518,25.745,30.833,46.986,-4,5.623,21,2.25,50.849,1.258,50.849,143.649,358
5.8352948746354,52.6624583510638,-6.5,11.528,25.918,30.627,46.278,-4,4.034,21,2.25,53.96,1.197,53.96,141.916,359
5.83521735307647,52.6625349318033,-6.58,13.322,26.976,30.669,43.443,-4,3.206,21,2.25,57.979,1.669,57.979,144.548,360
5.83528583769873,52.6626185563302,-6.6,13.783,26.861,30.161,41.543,-4,2.76,21,2.25,0,1.29,0,131.1,360
5.83534370782158,52.6625820038009,-6.58,11.953,24.531,28.624,41.337,-4,3.475,21,2.25,5.292,1.454,5.297,138.068,361
5.83542122938052,52.6625054231439,-6.53,11.445,25.489,30.522,46.25,-4,5.855,21,2.25,33.905,1.803,33.893,138.985,362
5.83549875093946,52.6624288423527,-6.6,11.643,26.076,31.292,47.393,-4,6.341,21,2.25,44.554,1.963,44.554,139.067,363
5.83557627249839,52.6623522614273,-6.6,11.834,26.606,31.945,48.601,-4,6.333,21,2.25,47.087,1.771,47.107,140.341,364
5.83565379405732,52.6622756803677,-6.6,12.223,27.692,33.085,50.296,-4,6.371,21,2.25,45.57,1.873,45.58,138.749,365
5.83573131561626,52.6621990991739,-6.6,12.423,28.278,33.703,51.086,-4,6.392,21,2.25,47.17,1.767,47.205,140.974,366
5.8358088371752,52.662122517846,-6.6,11.882,27.337,32.859,50.347,-4,6.38,21,2.25,45.001,2.014,45.009,138.433,367
5.83588635873413,52.6620459363839,-6.6,11.818,27.275,32.779,50.184,-4,6.388,21,2.25,47.596,1.96,47.537,136.862,368
